order_id,customer_age,annual_income,num_purchases,purchase_amount,customer_rating,product_category,region,signup_days_ago
100457,28.0,,7,423.33,2.0,Apparel,U.S.,452
100262,41.0,31681.82,5,120.83,4.0,electronics ,UK,295
100639,44.0,35446.74,4,211.98,2.0,home & garden,ca,942
100297,,45847.88,9,326.09,3.0,ELECTRONICS,US,721
100414,35.0,39938.14,5,228.74,4.0,Toys,ca,761
100150,36.0,38335.87,3,150.07,2.0,toys,us,394
100433,18.0,45383.36,4,196.93,5.0,APPAREL,United Kingdom,553
100266,40.0,49106.12,5,302.76,4.0,ELECTRONICS,USA,330
100579,,61055.56,4,301.94,,Apparel ,United States,909
100359,36.0,60718.87,2,155.81,2.0,Toys,U.S.,790
100591,41.0,56733.17,4,121.61,1.0,Home and Garden,USA,405
100038,28.0,43817.79,6,221.89,1.0,Toys,CANADA,175
100127,24.0,58024.96,3,178.17,4.0,Apparel ,United States,120
100423,20.0,62724.7,4,260.06,4.0,electronics ,ca,520
100416,51.0,36299.24,4,227.71,1.0,books,U.S.,827
100307,54.0,61510.13,7,379.92,3.0,toys,Canada,846
100198,38.0,,7,406.2,4.0,APPAREL,United States,867
100351,48.0,80513.44,1,159.79,4.0,electronics,CA,822
100181,41.0,119128.71,4,287.11,1.0,ELECTRONICS,United States,850
100146,,67701.81,5,356.58,1.0,Apparel ,United Kingdom,752
100450,36.0,44825.19,12,579.93,1.0, Electronics,US,308
100619,55.0,50870.91,2,141.91,5.0,ELECTRONICS,Canada,210
100649,33.0,41317.56,5,318.2,2.0, Electronics,ca,545
100419,54.0,99921.82,3,255.37,1.0,electronics,Canada,630
100442,42.0,95334.93,6,392.27,3.0,APPAREL,UK,111
100593,18.0,82471.35,6,414.2,4.0,Toys,UK,148
100147,,96065.52,5,239.02,5.0,Electronics,USA,218
100525,33.0,44286.78,6,271.91,2.0,toys,United States,853
100348,19.0,64924.09,4,221.68,2.0,electronics,uk,366
100325,47.0,,3,224.74,1.0,toys,uk,325
100623,31.0,91979.83,6,302.13,4.0,ELECTRONICS,us,43
100123,54.0,61178.18,4,177.25,2.0,APPAREL,U.S.,278
100604,,60829.03,11,629.77,1.0,APPAREL,Canada,960
100096,22.0,126246.21,4,308.24,2.0,Home and Garden,U.S.,406
100143,41.0,44787.63,7,222.47,3.0,BOOKS,ca,82
100239,,46140.3,8,476.32,2.0,ELECTRONICS,us,302
100394,46.0,56829.76,9,572.9,2.0,Home and Garden,U.S.,650
100495,49.0,67768.95,3,252.61,,Electronics,us,330
100097,26.0,114543.36,8,339.45,3.0,Electronics,CANADA,470
100371,54.0,62176.06,10,650.93,1.0,Apparel ,UK,793
100324,60.0,38369.56,4,191.63,1.0,BOOKS,US,569
100279,,40338.83,7,141.45,4.0,home & garden,United Kingdom,638
100293,,29890.27,6,197.76,5.0, Books,ca,939
100254,35.0,68751.15,7,302.43,1.0,Apparel,uk,54
100400,36.0,69261.3,7,527.84,1.0,toys,us,816
100122,41.0,38324.81,4,124.37,5.0,Toys,UK,722
100183,51.0,123728.75,6,496.8,0.0,Apparel,United Kingdom,268
100202,39.0,76580.28,10,517.05,3.0,apparel,U.K.,410
100438,30.0,92978.71,3,232.2,5.0,Electronics,us,361
100323,47.0,72258.68,4,312.95,5.0,APPAREL,US,856
100246,25.0,106013.74,6,359.05,5.0,apparel,us,69
100415,40.0,55428.52,6,395.22,3.0,toys,United States,30
100197,33.0,65512.45,5,196.82,2.0,Toys,United Kingdom,197
100543,36.0,37319.86,13,262.69,2.0,Home & Garden,US,35
100556,29.0,45074.23,6,171.61,1.0,TOYS,us,388
100171,43.0,,5,360.36,4.0,Electronics,Canada,714
100590,23.0,29739.4,6,222.81,2.0,APPAREL,CANADA,434
100499,20.0,57205.41,8,259.83,2.0,TOYS,U.K.,142
100125,42.0,117493.2,4,387.5,1.0,BOOKS,CANADA,801
100402,48.0,71924.22,13,595.3,2.0,Electronics,United States,303
100528,41.0,37389.7,5,223.74,2.0,Toys,U.S.,208
100581,24.0,72974.61,6,402.02,4.0,Apparel ,CA,681
100223,25.0,63041.66,6,365.11,4.0,BOOKS,USA,834
100547,26.0,45663.35,5,353.11,3.0,TOYS,US,950
100342,39.0,81170.02,9,453.47,5.0,Home & Garden,us,882
100053,34.0,58981.44,4,303.49,3.0,apparel,UK,683
100219,,58410.05,5,233.13,4.0,apparel,United Kingdom,705
100129,27.0,59192.99,3,270.01,1.0,books,CANADA,146
100606,47.0,52353.38,5,161.29,2.0,apparel,us,872
100534,19.0,83914.82,5,344.77,4.0,Home and Garden,US,267
100186,40.0,58191.79,6,292.08,2.0,BOOKS,United States,621
100609,44.0,45376.79,6,185.23,1.0,toys,U.S.,144
100439,,108342.56,7,562.65,1.0,Apparel,U.S.,295
100507,43.0,42981.74,6,321.33,4.0,TOYS,UK,130
100100,33.0,81217.92,8,492.85,4.0, Books,U.S.,648
100515,42.0,58001.8,3,266.82,3.0,books,USA,433
100386,43.0,62880.8,5,261.75,3.0,apparel,U.S.,889
100647,18.0,51699.19,4,272.44,3.0,home & garden,U.S.,53
100294,35.0,,7,524.27,2.0,TOYS,USA,505
100509,44.0,151379.86,7,506.07,3.0,apparel,us,195
100267,42.0,56992.68,9,254.46,4.0,electronics ,United Kingdom,177
100441,42.0,86274.68,4,215.49,3.0,APPAREL,us,908
100496,18.0,45978.31,6,419.9,2.0,electronics,CA,596
100112,31.0,110812.55,5,382.06,5.0,electronics ,us,304
100232,42.0,33702.87,6,315.89,4.0,Home & Garden,US,958
100578,35.0,44707.9,10,651.07,4.0,Apparel ,United Kingdom,811
100373,48.0,,8,352.92,2.0,Books,U.S.,815
100233,52.0,46623.67,4,172.69,5.0, Electronics,UK,941
100529,57.0,56289.81,6,452.54,4.0,books,CA,883
100317,30.0,40819.68,5,300.52,3.0,Apparel,United States,721
100410,20.0,67991.35,8,288.98,2.0, Books,US,723
100595,33.0,44338.75,7,471.46,5.0,electronics,CA,142
100358,28.0,40211.08,9,578.99,5.0,Electronics,CA,973
100258,36.0,91477.48,3,273.47,1.0,books,ca,449
100282,49.0,83952.69,6,494.9,3.0,toys,Canada,244
100376,36.0,71179.56,8,500.78,1.0,toys,CANADA,548
100384,19.0,82832.06,4,285.5,2.0,HOME & GARDEN,CANADA,684
100224,39.0,84996.82,6,489.45,3.0,Home and Garden,UK,281
100634,34.0,50550.47,4,293.37,3.0,home & garden,U.K.,496
100545,36.0,69493.02,10,669.45,1.0, Books,CANADA,384
100472,,28662.37,4,197.5,1.0,TOYS,UK,928
100347,45.0,60991.27,8,379.1,4.0, Books,U.S.,787
100505,31.0,53580.53,7,486.88,3.0, Electronics,U.K.,679
100131,21.0,38287.67,7,237.15,5.0,TOYS,U.K.,781
100617,41.0,,10,400.86,,ELECTRONICS,CANADA,394
100567,30.0,42284.01,4,273.32,3.0,APPAREL,Canada,255
100085,44.0,42617.16,7,331.95,1.0,Apparel,U.S.,967
100242,18.0,32011.73,6,416.87,2.0,Home & Garden,us,139
100159,24.0,49729.27,5,134.99,5.0,toys,Canada,871
100524,55.0,84507.75,9,511.95,5.0,books,U.S.,361
100035,,87086.37,6,259.41,5.0,books,us,281
100540,18.0,40098.53,5,335.56,4.0,Books,U.S.,425
100170,30.0,56186.69,6,221.28,5.0,HOME & GARDEN,US,947
100569,40.0,78510.43,5,396.88,3.0,Toys,US,574
100608,18.0,54430.38,3,183.43,4.0,apparel,UK,349
100628,26.0,63784.83,6,346.72,1.0,Home and Garden,USA,587
100095,21.0,39247.28,5,235.49,5.0,Home and Garden,U.S.,840
100240,27.0,-42421.6,9,469.82,4.0,toys,UK,933
100460,,53186.82,9,434.88,1.0,electronics ,United States,393
100583,25.0,94040.93,4,358.33,2.0,HOME & GARDEN,UK,12
100206,28.0,60227.19,8,334.57,4.0,Electronics,ca,7
100392,32.0,69337.7,2,246.44,5.0,Home & Garden,United States,844
100397,41.0,37378.1,7,314.34,2.0,HOME & GARDEN,uk,623
100633,18.0,60681.69,6,223.08,2.0,apparel,U.S.,110
100217,54.0,33518.22,7,260.5,2.0,electronics ,U.S.,825
100004,18.0,56497.1,9,252.65,,electronics,CA,400
100594,23.0,102831.08,8,425.05,2.0,toys,USA,156
100546,40.0,58002.2,7,509.06,4.0,Electronics,USA,132
100098,43.0,91791.79,6,399.36,4.0,HOME & GARDEN,USA,404
100406,37.0,90761.68,7,401.37,5.0,Apparel,U.S.,908
100502,29.0,35077.9,6,270.88,1.0,Home & Garden,United States,217
100047,41.0,88577.09,5,377.89,3.0,home & garden,USA,896
100032,32.0,50510.83,4,226.49,4.0,HOME & GARDEN,Canada,82
100200,42.0,70514.63,7,339.65,4.0,HOME & GARDEN,US,747
100134,,35855.48,3,191.7,3.0,Toys,U.S.,48
100027,42.0,51816.81,7,271.62,1.0, Electronics,U.S.,572
100585,62.0,,7,574.19,5.0,Home and Garden,US,738
100230,20.0,48590.94,4,205.75,1.0,Apparel,US,809
100489,46.0,72362.64,6,225.47,3.0,home & garden,us,316
100378,57.0,62696.19,6,359.6,4.0,books,U.K.,696
100288,34.0,,8,325.85,2.0,electronics ,uk,557
100418,37.0,64870.75,3,165.34,1.0,Home and Garden,United Kingdom,24
100391,39.0,42815.86,6,150.22,1.0, Books,U.K.,154
100498,18.0,59327.23,4,302.47,2.0,TOYS,us,675
100138,62.0,,7,266.96,3.0, Electronics,UK,777
100062,40.0,41993.29,6,256.74,5.0,HOME & GARDEN,U.K.,391
100471,33.0,,6,325.13,2.0,Apparel,UK,367
100128,30.0,64345.11,5,355.83,1.0,TOYS,U.S.,25
100637,25.0,63807.41,4,243.19,1.0,books,UK,750
100520,26.0,61394.86,4,158.49,2.0, Electronics,UK,336
100064,47.0,92118.11,6,301.73,2.0,Home and Garden,USA,150
100014,44.0,67012.29,5,226.53,1.0,TOYS,CANADA,721
100156,40.0,50285.69,1,167.99,1.0,Home and Garden,U.K.,303
100040,47.0,43897.56,7,273.18,3.0,books,U.S.,694
100492,35.0,87053.73,7,452.31,4.0,Toys,US,603
100379,33.0,85324.68,5,301.13,5.0,home & garden,United States,656
100187,23.0,,7,484.77,4.0,electronics,ca,747
100216,44.0,62159.01,8,249.13,1.0, Books,U.S.,962
100052,21.0,73342.3,10,639.59,4.0,apparel,us,597
100337,42.0,58149.8,4,117.49,1.0, Electronics,U.S.,71
100295,40.0,71579.06,4,181.48,3.0,apparel,U.S.,417
100251,42.0,62012.95,3,141.63,5.0,Electronics,US,496
100461,28.0,66568.39,10,289.18,3.0,toys,Canada,473
100455,40.0,40169.9,8,501.22,5.0,Apparel ,CANADA,90
100247,60.0,51239.75,3,221.89,2.0,Home and Garden,USA,264
100269,38.0,56320.51,4,93.84,1.0,ELECTRONICS,USA,678
100201,55.0,33214.58,4,137.66,5.0,ELECTRONICS,Canada,475
100161,29.0,64782.46,5,362.16,2.0,Electronics,U.S.,85
100555,34.0,55392.81,5,278.4,1.0,electronics ,United States,117
100401,40.0,62802.7,5,341.21,,toys,United States,519
100476,51.0,101803.63,4,369.88,3.0,Apparel,U.S.,994
100105,36.0,78238.92,6,277.32,5.0, Electronics,CANADA,285
100565,47.0,70906.46,7,419.58,1.0,Apparel ,CA,171
100389,21.0,46842.64,4,280.35,5.0,electronics,UK,217
100001,26.0,91892.56,7,387.28,2.0,HOME & GARDEN,us,58
100624,44.0,29337.11,6,320.18,3.0,TOYS,US,734
100561,,39885.73,10,647.74,5.0,HOME & GARDEN,US,377
100080,43.0,81267.22,10,725.47,5.0,HOME & GARDEN,us,207
100205,37.0,58475.23,7,238.13,2.0,apparel,USA,276
100034,45.0,55853.98,3,150.39,3.0,APPAREL,uk,648
100508,31.0,43044.26,5,332.29,1.0,Apparel ,us,677
100427,59.0,65472.31,7,347.91,3.0, Electronics,uk,93
100454,39.0,54447.64,6,469.96,3.0,BOOKS,United States,265
100366,29.0,73667.58,7,221.57,2.0,APPAREL,uk,489
100091,37.0,52241.31,6,324.73,1.0,electronics ,US,506
100339,45.0,80374.21,10,515.48,1.0,home & garden,USA,115
100564,49.0,98132.84,3,186.69,3.0,electronics ,Canada,520
100345,18.0,48599.56,7,360.71,4.0,ELECTRONICS,Canada,829
100241,37.0,71164.38,8,469.91,5.0,Home & Garden,U.K.,662
100013,52.0,81956.84,5,327.58,3.0,BOOKS,U.K.,48
100315,34.0,64333.87,5,223.53,4.0,APPAREL,USA,192
100600,44.0,59947.62,9,581.54,3.0,ELECTRONICS,United States,851
100387,44.0,46537.48,7,354.13,1.0,Toys,UK,63
100273,63.0,63756.91,9,287.12,5.0,electronics,U.S.,216
100166,49.0,30583.22,2,141.36,4.0,ELECTRONICS,Canada,784
100249,24.0,,4,290.75,4.0,Home and Garden,USA,873
100484,37.0,26971.61,3,98.3,,Apparel ,United States,916
100428,21.0,49162.42,6,276.41,5.0,Toys,CA,887
100504,18.0,,6,391.03,,Home & Garden,us,322
100243,20.0,66314.95,4,171.96,,Home and Garden,us,140
100566,36.0,79489.09,6,368.45,4.0,electronics,us,480
100562,39.0,97890.34,10,549.46,2.0,Books,CA,314
100189,58.0,201911.64,4,475.6,2.0,apparel,USA,783
100475,34.0,46277.98,5,270.19,2.0,Home and Garden,United States,204
100510,19.0,114229.3,3,341.6,3.0,APPAREL,ca,741
100058,28.0,37511.02,5,305.46,2.0,Apparel,Canada,797
100474,45.0,55515.12,3,144.78,2.0,Apparel,United States,636
100560,37.0,27578.37,4,232.43,5.0,books,uk,970
100252,59.0,44074.67,4,291.69,5.0,Toys,USA,695
100021,30.0,67764.6,4,191.48,2.0,APPAREL,U.S.,17
100313,43.0,54831.93,8,576.82,1.0,apparel,us,83
100459,38.0,90960.98,9,320.45,2.0,APPAREL,ca,661
100160,26.0,63633.11,3,187.41,2.0,ELECTRONICS,CANADA,175
100276,29.0,109060.81,4,349.8,1.0,Apparel ,CA,650
100191,36.0,46226.81,5,249.99,1.0,electronics ,US,970
100385,28.0,75841.27,7,303.45,4.0, Electronics,us,75
100413,47.0,57123.43,11,395.12,3.0,electronics ,CA,214
100491,42.0,87739.65,8,594.9,3.0,books,United Kingdom,370
100343,43.0,59356.79,5,223.45,2.0,Home & Garden,Canada,914
100308,45.0,38135.56,2,111.65,1.0,toys,United Kingdom,57
100130,33.0,54902.83,10,361.71,4.0,BOOKS,U.K.,500
100099,27.0,41533.64,4,251.98,2.0,home & garden,CANADA,497
100372,48.0,89507.12,5,300.4,2.0,BOOKS,CA,705
100087,999.0,66865.58,3,244.97,3.0,Home & Garden,us,401
100458,42.0,,7,300.12,1.0,electronics,us,992
100330,56.0,70246.83,4,257.26,3.0,Apparel,United Kingdom,597
100214,34.0,41301.03,6,164.7,5.0,HOME & GARDEN,UK,748
100466,34.0,54399.45,4,281.03,1.0,HOME & GARDEN,U.S.,919
100121,,61500.89,8,250.23,1.0,Electronics,USA,146
100614,28.0,100935.71,7,356.97,3.0,Apparel ,Canada,257
100020,36.0,69492.04,7,193.89,2.0,Home & Garden,us,950
100071,24.0,37935.52,8,499.8,3.0,Apparel ,uk,604
100106,27.0,73945.92,3,147.52,5.0,Books,ca,17
100270,29.0,68278.27,9,634.14,2.0,Apparel,U.K.,475
100435,31.0,79106.69,5,337.69,3.0,Apparel,U.S.,329
100102,34.0,69767.77,8,222.34,3.0, Electronics,United States,549
