subscriber_id,visits_per_month,visits_per_week,total_visits_quarter,visit_trend_3mo,days_since_last_visit,app_opens_per_month,avg_extra_spend,tenure_months,loyalty_points,visited_cancel_page,distance_from_campus_km,signup_day_of_week,birthday_month,has_profile_photo,phone_os_ios,newsletter_opt_in,referral_count,avg_visit_hour,preferred_cup_size,app_crashes_logged,num_payment_methods,profile_completeness_pct,survey_responses_sent,campus_zone_code,renewed
BM2056,16,3.7,52,-3.32,0,30,5.33,8,106,0,2.96,6,3,1,0,0,0,8.3,3,0,3,68,1,2,0
BM2668,5,1.07,18,-0.28,17,7,4.32,2,68,0,1.32,5,8,1,0,1,0,12.7,3,1,3,100,1,4,1
BM2118,13,2.89,40,5.18,4,21,14.18,8,82,0,2.45,4,12,0,1,0,2,13.3,2,1,2,66,1,3,1
BM2753,12,2.65,36,2.09,9,27,7.5,1,176,1,1.93,5,6,1,1,0,0,11.1,3,0,3,78,1,1,0
BM2654,11,2.74,32,-2.02,8,32,9.73,3,104,0,2.44,1,3,1,1,1,0,5.8,1,1,3,67,0,4,1
BM2778,8,2.01,20,-0.24,21,13,3.8,1,81,1,3.34,0,12,0,1,0,1,11.5,3,1,2,65,2,2,0
BM2522,8,1.79,32,2.53,3,27,8.42,4,45,0,5.46,3,8,1,0,0,0,10.4,2,2,1,42,1,5,1
BM2097,14,3.2,38,-0.26,4,28,10.6,7,103,0,2.17,4,5,0,1,1,1,9.1,3,0,3,85,1,5,1
BM2613,12,2.92,34,-0.0,10,24,8.45,4,123,0,2.39,2,9,1,0,1,0,14.2,1,2,1,26,2,1,1
BM2449,8,1.91,26,-0.21,30,21,5.41,7,81,0,0.49,2,5,1,0,0,1,12.3,2,0,1,56,2,4,1
BM2537,7,1.61,18,1.42,12,14,16.31,3,0,0,3.13,0,2,0,0,0,0,20.1,3,0,3,77,1,5,1
BM2316,17,3.95,52,0.06,6,25,3.55,4,132,0,1.82,4,9,0,1,1,2,10.8,1,2,3,95,1,1,1
BM2430,16,3.84,47,1.61,3,25,5.27,6,145,1,1.59,2,4,1,1,1,0,11.0,3,0,1,44,2,4,1
BM2432,18,3.94,57,-0.01,7,32,5.18,5,153,0,0.88,1,12,1,0,0,0,15.4,2,2,2,93,4,2,1
BM2530,3,0.6,9,-2.27,1,13,12.99,8,17,0,0.72,6,3,1,0,0,2,13.0,3,0,1,77,4,4,1
BM2155,8,1.9,22,-1.19,9,13,3.17,7,43,0,2.31,3,7,1,1,0,0,10.4,3,0,2,76,3,5,1
BM2127,7,1.45,18,-1.48,0,15,2.47,1,6,0,3.29,5,12,1,0,1,0,9.2,2,0,2,81,2,1,1
BM2676,12,3.04,36,2.81,1,22,4.46,4,85,0,2.14,2,8,1,0,0,1,15.6,3,1,2,61,0,4,1
BM2390,18,4.24,52,-0.17,7,34,5.49,3,75,0,2.85,3,3,0,0,1,1,14.4,1,2,1,84,1,4,1
BM2207,11,2.54,32,-1.04,0,20,2.7,2,49,0,5.17,1,12,0,1,0,0,16.9,1,1,3,50,0,2,1
BM2503,4,0.81,12,1.47,1,10,3.23,3,80,0,4.46,2,7,1,1,0,1,10.0,3,0,3,47,2,2,1
BM2049,6,1.49,22,3.9,0,19,1.37,5,7,0,0.83,0,6,1,0,1,0,11.4,3,1,2,47,3,1,1
BM2309,9,2.21,29,-1.22,0,18,6.03,2,23,0,0.78,1,4,0,1,0,0,9.4,1,0,2,92,0,2,1
BM2250,3,0.68,9,-0.45,2,4,2.36,1,107,0,1.59,6,3,1,1,0,0,4.4,3,0,1,57,3,1,1
BM2292,7,1.81,24,0.82,10,21,3.24,6,81,1,1.25,0,5,1,0,0,0,8.8,3,0,3,64,4,2,0
BM2472,9,2.08,29,-1.4,6,10,2.5,4,84,0,0.95,5,2,0,1,0,0,11.1,3,1,2,75,3,2,1
BM2258,22,5.21,66,-2.96,0,41,5.65,1,242,0,1.34,1,8,0,1,0,0,7.4,2,0,2,71,1,4,1
BM2476,7,1.58,20,3.31,19,22,3.8,1,126,1,3.06,3,10,1,1,1,0,10.8,2,0,2,77,1,1,0
BM2020,3,0.49,9,5.01,3,11,4.31,3,49,0,0.88,3,6,1,1,0,1,13.6,1,0,2,75,3,1,1
BM2104,20,4.6,61,1.39,3,37,5.64,6,186,0,1.22,3,5,1,0,1,0,8.9,1,0,1,100,2,5,1
BM2282,19,4.28,56,1.3,5,35,3.68,5,139,0,0.6,6,6,1,1,0,0,14.7,3,1,2,60,3,1,1
BM2540,4,0.88,14,0.12,5,10,12.44,2,48,1,1.79,4,5,1,0,0,0,17.1,1,0,3,63,4,4,0
BM2220,8,1.76,26,-1.24,4,12,3.55,2,99,1,1.51,0,5,0,0,0,1,6.8,3,0,1,36,5,4,0
BM2149,10,2.48,30,-3.53,7,23,8.79,9,89,0,2.64,3,5,1,1,0,0,7.6,2,0,1,83,4,3,1
BM2545,7,1.52,22,-0.54,18,8,4.44,8,55,0,1.91,0,4,1,0,0,0,11.9,3,3,3,64,2,2,1
BM2601,7,1.5,22,3.41,8,15,4.13,4,65,1,8.11,3,4,0,1,1,0,14.8,2,2,3,72,3,2,0
BM2004,7,1.61,19,-2.95,4,11,5.04,6,10,0,6.81,1,1,0,0,1,2,10.4,3,0,2,57,0,3,1
BM2519,11,2.72,35,-3.72,3,30,5.37,7,75,0,3.94,4,3,1,1,0,1,15.8,3,0,2,69,1,3,1
BM2355,9,1.95,25,0.69,8,22,2.65,1,83,1,6.54,2,7,0,1,0,0,13.2,1,2,2,51,2,2,0
BM2223,11,2.35,39,4.51,3,22,3.76,7,107,0,0.78,0,5,0,1,0,0,21.2,2,0,3,60,2,1,1
BM2665,14,3.12,39,0.84,2,17,4.55,5,151,0,2.72,6,5,1,1,0,0,12.6,1,0,2,40,2,5,1
BM2602,4,1.01,9,-3.29,12,8,14.86,1,42,0,10.91,2,12,1,1,1,0,9.7,2,0,2,82,2,4,1
BM2722,4,0.87,13,0.36,7,9,1.51,9,0,1,2.5,4,6,1,0,0,1,12.0,3,0,3,64,1,1,0
BM2137,27,6.06,82,1.91,4,54,7.44,3,193,0,3.74,4,9,1,1,0,2,12.6,1,0,1,74,2,2,1
BM2306,15,3.37,49,-8.07,3,36,3.43,6,49,1,7.12,3,11,0,0,1,0,15.9,2,1,2,84,1,4,0
BM2109,6,1.2,17,-1.53,11,16,7.43,4,94,1,2.73,6,7,1,1,0,1,10.7,3,1,1,73,1,4,0
BM2453,30,7.03,86,2.89,7,48,10.11,13,234,0,1.44,5,1,1,0,0,0,13.4,1,0,2,100,3,2,1
BM2488,22,5.02,61,0.5,5,36,9.64,2,183,0,5.23,1,8,0,1,1,0,15.1,1,2,2,38,2,4,1
BM2554,4,0.79,15,1.3,9,8,2.7,7,7,0,2.21,4,7,0,1,1,0,8.5,3,1,1,80,5,1,1
BM2369,21,4.85,66,0.31,6,34,5.74,2,176,0,5.88,3,8,0,1,0,0,12.1,3,0,1,100,1,2,1
BM2205,19,4.49,54,-0.23,1,37,8.07,5,159,0,1.04,6,2,1,0,0,0,11.8,3,1,1,72,2,1,1
BM2742,5,1.25,13,-5.51,15,4,16.02,3,22,0,1.37,6,1,0,1,0,0,11.8,3,0,2,74,0,1,0
BM2646,9,1.84,31,-0.32,43,11,2.39,6,133,1,5.18,2,9,1,0,1,1,14.1,2,0,2,68,2,5,0
BM2556,7,1.55,20,4.97,50,15,1.77,3,18,0,3.34,3,7,1,1,0,0,13.5,3,1,1,81,0,4,1
BM2787,12,2.62,37,-1.03,4,26,2.03,2,73,0,1.35,4,2,1,0,0,1,7.6,2,3,2,87,1,4,1
BM2061,12,2.62,37,3.88,16,18,6.18,4,59,0,0.56,1,12,1,1,1,0,14.7,1,1,3,64,1,3,1
BM2682,9,2.09,28,-2.66,28,12,3.28,2,50,0,1.34,6,8,0,1,0,0,14.6,1,2,2,25,3,1,1
BM2480,5,1.52,17,-0.68,30,10,15.78,7,38,1,6.19,5,11,0,1,1,0,11.5,2,0,3,91,2,4,0
BM2083,4,1.02,10,1.49,0,19,4.39,4,0,0,0.54,5,7,0,0,1,0,12.2,2,1,2,94,3,4,1
BM2124,10,2.34,29,1.11,4,14,9.26,6,103,0,2.88,0,1,0,1,1,0,9.3,1,2,1,63,3,3,1
BM2594,9,2.2,28,-5.68,1,22,9.82,1,52,1,1.03,2,2,0,0,0,1,9.8,2,1,1,60,3,5,0
BM2392,2,0.25,7,-0.35,3,7,1.69,1,40,1,2.19,4,9,1,1,1,1,14.4,3,0,1,78,3,2,0
BM2077,7,1.69,19,-1.16,18,18,8.39,4,76,0,5.39,6,1,0,0,1,0,12.4,2,0,2,53,2,1,0
BM2184,21,4.95,67,5.58,1,39,3.8,8,225,0,4.63,3,9,1,0,1,2,11.8,3,1,1,93,3,2,1
BM2407,14,3.33,41,-2.21,1,32,6.21,4,147,0,2.04,0,9,1,1,0,0,14.1,3,1,1,98,4,1,1
BM2473,12,2.62,36,1.26,11,29,4.32,8,85,0,3.85,0,6,1,0,0,0,15.7,1,0,3,75,4,3,1
BM2677,13,3.14,40,-0.85,1,26,5.07,8,60,0,0.7,1,8,0,1,0,0,10.6,3,0,2,66,1,3,1
BM2165,8,1.94,23,-1.82,1,22,5.79,2,88,0,1.58,1,11,1,1,1,1,21.1,2,0,2,76,2,5,1
BM2731,5,1.06,15,1.31,16,14,5.9,8,33,1,4.16,0,2,1,1,0,1,5.2,1,2,2,53,0,4,0
BM2629,3,0.73,6,-3.39,60,8,8.17,2,0,1,3.5,4,3,0,1,1,1,13.1,2,0,3,74,2,3,0
BM2437,17,4.08,50,-0.56,0,26,9.66,4,136,0,2.91,3,6,1,0,0,0,14.2,2,1,2,86,1,5,1
BM2115,10,2.31,31,0.83,3,6,10.7,2,51,1,1.39,1,4,1,1,0,0,8.5,2,0,1,53,3,5,0
BM2632,8,2.04,28,-1.44,5,21,11.79,2,62,0,1.2,6,7,0,0,1,0,11.6,2,1,3,87,0,1,1
BM2198,13,3.02,38,3.55,25,12,5.86,1,148,0,1.19,1,8,0,1,1,0,14.2,3,1,1,70,4,3,1
BM2639,7,1.58,21,2.39,25,19,4.59,6,100,1,4.5,0,8,1,1,0,0,13.7,2,1,1,59,2,3,0
BM2218,8,1.82,26,1.17,6,10,5.83,8,90,0,0.78,2,2,1,0,1,0,13.2,1,0,1,97,1,5,1
BM2671,17,4.12,50,-1.93,4,29,3.67,5,101,0,2.3,1,8,0,1,1,0,14.4,3,1,2,92,3,4,1
BM2790,8,2.05,22,-1.59,0,15,2.23,7,73,0,3.15,1,8,0,0,0,3,14.0,1,0,3,84,5,2,0
BM2352,12,2.62,35,0.64,0,15,5.33,2,98,1,1.2,5,12,1,1,1,1,10.8,1,2,1,79,1,5,0
BM2288,2,0.43,7,-0.96,30,10,4.55,5,0,1,5.17,4,6,1,0,1,1,15.4,2,0,1,80,1,3,0
BM2381,5,1.14,13,5.29,10,14,2.72,5,52,0,3.53,4,8,1,0,1,1,13.9,1,2,1,70,0,4,1
BM2054,21,4.83,63,-0.33,11,37,8.28,4,200,0,1.52,0,10,1,0,0,0,19.2,3,2,1,31,0,4,1
BM2375,15,3.45,44,1.13,7,28,3.73,2,168,0,1.95,5,3,1,0,0,0,7.9,1,2,1,69,1,4,1
BM2365,17,3.96,54,-1.98,16,23,4.0,6,88,0,3.41,3,2,1,1,0,0,16.3,2,1,1,40,0,1,1
BM2382,6,1.51,19,1.95,3,13,6.66,6,1,0,0.58,3,12,1,0,0,0,12.5,1,0,3,51,1,5,1
BM2395,1,0.36,3,-3.87,1,4,4.6,2,32,1,3.34,4,4,0,0,1,1,14.8,2,0,2,92,2,1,0
BM2393,7,1.57,20,0.68,10,8,2.82,1,14,0,1.98,3,3,1,0,1,0,12.2,2,1,1,92,1,1,1
BM2542,10,2.59,31,1.51,3,19,6.11,5,81,0,1.92,0,11,1,1,0,0,15.9,1,0,2,72,0,5,1
BM2625,3,0.55,7,-0.85,9,5,4.23,2,11,0,3.78,1,1,0,1,0,1,7.3,2,0,1,62,0,1,1
BM2360,18,4.18,52,-3.24,4,32,4.75,4,153,0,1.43,5,7,0,0,1,4,13.1,2,0,3,91,1,2,1
BM2440,11,2.61,34,-3.38,6,27,4.56,1,101,1,4.46,6,3,1,1,0,0,13.3,2,1,3,63,2,2,0
BM2484,24,5.82,77,3.38,5,36,12.53,1,147,0,4.88,3,1,1,1,0,0,12.3,3,2,2,67,2,1,1
BM2279,5,1.09,15,-0.74,1,12,5.83,2,117,0,2.61,4,4,1,1,1,0,16.8,1,0,2,80,0,5,1
BM2254,14,3.21,45,-1.89,6,27,7.3,1,112,1,2.79,4,12,0,1,0,2,9.5,1,3,3,54,0,3,0
BM2561,6,1.52,17,1.32,10,11,6.64,4,60,1,0.39,0,7,0,1,0,0,10.6,3,0,1,45,2,2,0
BM2053,16,3.55,45,3.59,2,29,10.47,3,125,0,4.68,5,2,1,1,0,0,10.8,3,0,3,90,1,4,1
BM2512,12,2.83,36,2.44,8,20,3.61,4,99,0,5.89,1,5,1,0,0,0,13.7,2,0,3,77,0,5,1
BM2618,5,1.06,14,1.54,10,14,7.73,5,62,1,1.08,1,5,1,0,0,0,18.2,1,1,3,83,2,2,0
BM2230,5,1.06,19,-1.24,9,13,2.71,1,65,1,0.93,1,12,1,1,0,0,8.5,2,2,2,70,1,5,0
BM2559,8,1.79,24,1.86,2,22,4.64,2,31,0,1.75,5,11,0,0,1,0,17.5,3,1,3,32,1,3,1
BM2146,6,1.35,21,-1.07,9,19,2.53,1,139,0,3.9,0,1,1,0,0,1,13.6,3,0,3,41,2,4,0
BM2728,11,2.57,34,-1.79,11,26,9.74,7,77,0,3.14,6,10,0,1,0,0,7.5,3,1,1,95,4,4,1
BM2686,13,2.81,40,2.18,0,11,8.06,5,161,0,1.72,0,6,0,0,1,0,11.6,1,0,2,62,5,4,1
BM2516,11,2.58,28,-2.2,2,21,4.01,12,55,0,2.69,6,2,1,0,0,2,16.9,3,2,2,75,1,2,1
BM2086,17,4.1,54,0.33,13,30,6.14,1,139,0,3.85,2,5,0,1,0,0,8.2,2,1,1,34,2,4,1
BM2219,9,1.97,23,-0.38,8,15,7.47,4,19,0,4.04,5,10,0,1,0,0,9.2,1,2,1,65,4,4,1
BM2296,6,1.45,18,-1.06,2,16,5.46,2,73,0,0.89,3,1,1,1,0,0,11.1,2,0,1,50,1,2,1
BM2678,6,1.59,20,1.03,22,8,1.97,5,0,0,1.2,5,12,1,1,1,0,14.4,3,1,2,87,1,4,1
BM2044,6,1.29,20,1.51,10,18,1.82,3,15,1,1.58,1,8,1,1,1,0,12.9,2,0,3,55,2,3,0
BM2174,22,5.18,67,0.86,3,42,6.88,7,181,0,8.79,2,9,1,0,0,0,9.4,3,0,2,51,1,1,1
BM2301,24,5.7,68,5.7,3,38,6.81,6,196,0,1.04,1,2,0,0,0,1,11.7,1,1,1,66,0,5,1
BM2598,20,4.52,60,-0.72,1,38,3.37,6,153,0,2.98,0,2,1,0,0,0,14.2,1,0,2,92,3,4,1
BM2409,3,0.79,6,1.78,16,9,2.49,2,0,1,0.61,6,2,1,1,0,0,8.5,3,1,2,96,1,4,0
BM2139,4,0.73,11,0.84,8,6,1.99,3,60,0,7.4,0,12,1,1,0,0,12.3,3,1,1,78,2,2,1
BM2162,8,1.84,24,-0.03,2,20,3.22,3,15,0,1.04,3,5,1,1,0,2,11.2,1,1,2,52,3,2,0
BM2372,22,5.07,67,-4.48,16,36,4.72,5,218,0,3.96,1,12,1,1,0,0,13.1,3,0,3,95,1,2,1
BM2470,17,3.97,51,2.8,0,25,7.77,3,179,0,2.03,2,2,1,0,0,1,15.9,2,0,3,56,0,3,1
BM2609,8,2.09,23,0.55,12,16,5.5,4,146,0,1.18,0,1,1,1,0,0,13.7,2,1,2,72,0,1,1
BM2636,7,1.59,23,-2.28,1,15,2.04,1,5,0,3.29,3,7,0,1,0,0,16.7,2,0,1,98,2,1,1
BM2280,22,5.02,67,0.85,8,43,5.38,5,219,0,1.41,0,7,1,0,1,1,16.1,1,1,1,74,1,4,1
BM2203,9,2.13,27,2.94,3,1,4.64,6,36,1,6.2,4,4,0,1,1,0,8.8,1,1,3,56,2,1,0
BM2009,23,5.34,67,1.21,3,40,8.3,1,154,1,4.23,0,3,0,1,1,0,11.0,2,2,2,47,0,3,0
BM2573,12,2.83,36,-2.64,20,25,5.77,1,131,0,2.42,5,5,1,1,0,2,15.0,1,1,3,67,3,3,1
BM2723,7,1.48,24,-4.34,2,10,2.43,3,101,1,3.2,6,2,1,1,1,0,16.3,3,2,2,58,2,1,0
BM2262,15,3.64,44,4.31,6,39,3.93,9,103,0,2.57,3,4,1,0,1,1,12.3,2,1,3,71,1,5,1
BM2270,6,1.44,22,3.19,10,19,3.84,5,91,0,1.65,0,11,0,0,1,1,12.1,2,0,1,79,1,3,1
BM2374,11,2.46,34,4.6,1,18,6.7,1,101,0,3.52,3,5,1,0,0,0,13.6,3,0,1,61,0,3,1
BM2163,4,1.02,14,-2.59,41,12,3.09,4,49,1,2.35,3,1,1,0,1,1,16.0,1,0,2,53,3,4,0
BM2285,8,1.89,24,2.7,21,21,9.19,3,99,1,1.01,1,9,1,1,0,0,14.8,2,0,2,55,2,1,0
BM2563,13,3.19,44,0.6,2,39,10.57,2,51,0,5.76,5,9,0,0,0,0,10.5,3,3,3,66,2,2,1
BM2396,12,2.76,35,5.37,6,19,6.92,3,117,0,2.53,3,1,0,1,0,0,10.2,2,1,1,51,1,5,1
BM2387,6,1.44,21,3.6,29,18,5.14,4,0,0,2.45,3,2,0,0,0,0,14.7,2,0,1,71,2,4,1
BM2318,16,3.69,47,0.19,6,29,3.89,3,109,0,1.57,4,7,1,1,1,0,10.7,3,2,1,73,1,1,1
BM2535,5,1.32,13,-2.62,1,16,2.68,7,111,0,1.34,4,1,1,0,1,0,9.5,2,1,2,59,1,5,1
BM2099,7,1.48,20,3.62,0,16,10.67,2,80,0,9.14,6,12,0,0,1,1,8.4,1,1,1,91,0,3,1
BM2795,2,0.6,5,-2.22,6,9,3.04,4,79,1,3.51,4,3,0,1,0,0,15.3,2,0,3,69,0,4,0
BM2291,6,1.12,19,-3.23,23,15,6.74,6,39,1,6.47,3,6,0,1,0,0,10.1,1,0,1,59,2,2,0
BM2666,9,2.13,25,-2.57,34,23,3.04,4,79,1,1.26,0,11,1,0,0,1,10.9,2,1,1,49,2,4,0
BM2458,9,2.08,31,0.31,48,16,2.92,4,59,0,2.28,1,8,0,1,0,0,16.5,1,0,1,60,2,5,0
BM2757,13,2.77,37,1.31,1,27,8.55,10,109,0,1.54,4,5,1,1,0,0,10.2,3,2,1,55,2,3,1
BM2315,7,1.48,21,-1.47,60,19,3.92,1,81,1,3.11,0,4,1,0,1,0,13.2,3,0,2,66,2,5,0
BM2770,16,3.55,51,-1.27,1,30,10.09,2,79,0,2.38,6,5,0,1,0,1,15.7,2,0,3,46,2,5,1
BM2071,5,1.32,17,-1.11,12,10,2.19,8,31,0,2.67,4,1,0,1,0,0,12.3,3,1,1,93,1,2,1
BM2166,1,-0.03,4,2.57,30,1,1.18,9,43,0,0.41,6,6,1,0,0,1,12.1,1,0,3,75,2,3,0
BM2161,10,2.31,31,-4.92,7,19,4.47,3,115,0,2.56,4,10,1,1,0,0,6.6,2,0,1,73,2,4,1
BM2130,6,1.42,19,0.16,14,17,6.12,4,109,1,0.59,2,9,0,0,1,0,10.7,1,0,1,84,4,4,0
BM2330,4,0.69,14,2.07,19,2,2.23,1,34,0,1.38,3,11,0,0,0,0,19.9,1,1,2,76,1,4,0
BM2136,20,4.66,61,0.31,6,34,7.51,4,191,0,2.45,1,8,0,0,0,1,12.0,3,2,1,100,6,3,1
BM2320,16,3.51,48,4.63,4,29,3.6,2,145,0,6.15,2,4,0,1,1,0,15.7,3,1,3,71,0,2,1
BM2016,1,0.12,7,1.73,4,10,1.57,10,0,0,1.38,2,5,1,0,1,0,18.3,2,1,2,73,2,4,1
BM2113,13,2.98,37,1.53,9,16,8.56,8,129,0,3.63,3,5,0,1,1,0,8.3,3,0,2,78,3,4,1
BM2007,6,1.25,17,-4.26,2,18,4.89,1,56,0,1.65,6,3,1,1,0,0,9.7,1,0,1,82,3,2,1
BM2195,5,1.11,17,-0.91,6,18,2.9,7,0,0,0.23,6,3,1,1,1,0,11.7,1,1,3,63,4,5,1
BM2481,17,4.0,51,0.95,2,30,9.52,6,180,0,5.52,0,6,0,1,0,0,15.6,2,0,1,68,3,1,1
BM2173,6,1.25,19,-2.11,6,11,5.82,4,41,1,2.85,6,4,1,1,0,1,12.2,2,1,1,88,2,5,0
BM2294,8,1.81,23,-4.08,3,14,3.36,1,6,0,1.56,5,1,0,0,1,1,15.2,1,0,2,59,1,3,1
BM2685,16,3.87,47,-2.74,1,21,7.49,3,157,1,0.7,6,8,0,1,0,0,12.6,2,1,1,77,2,4,0
BM2626,25,5.8,74,-2.26,2,41,9.04,7,128,0,1.43,6,3,0,0,1,0,16.2,1,0,1,75,1,2,1
BM2523,13,2.92,39,-0.94,4,35,6.3,9,94,0,1.2,2,10,1,1,0,0,6.8,2,0,1,69,1,3,1
BM2067,6,1.39,20,2.38,6,18,1.35,7,79,0,1.41,4,9,0,0,0,3,10.0,1,0,1,74,0,2,1
BM2356,16,3.55,46,0.89,9,26,9.3,5,167,0,2.68,6,1,1,1,0,0,14.4,2,2,2,51,0,3,1
BM2204,11,2.6,34,-1.68,2,22,5.06,2,149,0,0.95,1,7,1,1,0,0,12.3,2,1,3,87,1,2,1
BM2779,11,2.49,34,-0.91,1,25,9.11,6,54,0,1.96,3,12,0,1,0,1,12.6,1,1,2,70,1,4,1
BM2670,12,2.62,36,-2.63,26,24,6.33,3,134,0,5.9,6,10,0,0,1,0,10.8,2,0,3,32,1,1,1
BM2420,20,4.64,59,2.41,8,34,4.5,6,115,0,4.35,1,4,1,0,0,0,12.0,3,1,2,50,0,5,1
BM2194,15,3.3,48,1.67,2,27,6.95,5,124,0,1.02,1,11,1,1,0,0,15.2,1,0,2,100,3,5,1
BM2304,15,3.49,48,0.89,6,31,8.34,2,145,0,2.37,3,12,0,0,1,2,14.9,1,2,3,52,2,5,1
BM2562,9,2.07,22,1.13,20,18,1.68,2,20,0,1.9,3,6,1,1,0,0,16.4,1,0,3,27,5,3,1
BM2714,9,1.99,28,3.45,2,10,2.71,7,1,0,2.15,0,7,1,1,0,0,9.4,3,2,1,56,5,1,1
BM2347,25,5.89,75,-0.85,16,40,9.95,2,166,0,1.33,5,9,1,0,0,0,9.4,3,0,3,74,1,5,1
BM2199,26,6.14,78,-0.44,22,44,8.66,1,261,0,1.9,3,1,0,1,1,0,7.1,1,0,2,76,2,5,1
BM2490,7,1.61,17,3.11,6,17,2.04,4,30,0,2.97,2,1,1,1,1,0,6.8,2,0,1,69,1,2,1
BM2628,16,3.63,46,-4.44,4,28,3.32,2,141,0,3.94,4,12,1,1,0,0,10.5,3,0,2,61,0,2,1
BM2003,30,6.91,87,-0.3,6,55,9.57,3,282,0,1.26,2,4,1,1,1,1,7.0,3,1,3,83,1,1,1
BM2760,18,3.98,58,-0.04,1,32,6.62,15,113,0,2.57,0,8,0,1,0,0,11.3,1,1,3,44,3,1,1
BM2419,5,1.14,17,0.28,10,21,1.11,5,100,1,3.15,2,5,1,1,0,0,9.4,1,2,1,82,3,1,0
BM2358,3,0.61,9,0.84,19,2,5.9,5,0,0,0.38,3,2,0,1,0,0,10.6,3,0,2,56,0,4,0
BM2276,16,3.65,47,4.3,4,30,3.8,8,64,0,0.88,5,5,0,0,1,0,8.2,2,0,1,86,3,2,1
BM2266,16,3.64,49,2.56,15,32,8.08,3,151,0,2.82,3,8,0,0,0,2,13.8,3,0,2,64,0,5,1
BM2237,10,2.28,29,-0.58,15,27,3.8,3,57,0,0.96,5,2,1,0,1,1,11.6,1,1,3,46,2,4,1
BM2229,16,3.49,46,1.26,0,32,6.67,12,206,0,0.85,0,8,0,1,1,1,15.5,2,0,1,85,1,5,1
BM2357,8,1.89,23,-1.03,5,14,6.94,1,72,0,1.65,1,11,1,0,0,1,10.9,1,1,1,70,1,2,1
BM2606,7,1.41,22,-3.03,3,24,3.97,1,46,0,2.46,1,8,1,0,0,1,21.9,3,0,2,57,2,4,1
BM2572,3,0.74,8,-1.35,1,0,5.26,7,33,0,7.32,6,7,1,1,1,0,7.9,3,0,3,88,1,1,0
BM2792,3,0.86,10,2.96,1,8,12.09,6,1,0,2.07,1,9,1,1,0,0,12.8,1,0,3,100,1,1,1
BM2373,18,4.13,53,2.58,2,35,9.3,2,114,0,0.58,5,3,1,0,0,1,17.4,3,0,2,58,3,5,1
BM2431,6,1.57,19,2.26,48,8,7.78,1,116,1,1.75,3,7,0,1,1,1,8.7,2,3,3,43,2,5,0
BM2536,13,3.01,41,1.02,1,35,5.1,9,121,0,1.71,5,3,0,1,1,0,14.5,3,0,3,75,1,4,1
BM2461,22,5.1,64,3.03,2,36,4.67,2,227,0,0.81,6,11,1,1,1,2,11.0,2,0,3,81,2,3,1
BM2116,4,0.94,8,-1.38,5,21,4.58,4,49,0,5.83,0,12,1,1,0,0,11.0,3,1,2,100,2,4,1
BM2222,13,2.98,41,-1.03,20,24,4.92,1,160,0,1.18,0,1,1,1,0,2,14.4,1,0,2,97,3,2,1
BM2105,11,2.47,31,0.12,14,21,5.78,2,92,0,9.91,6,8,0,1,0,0,9.1,3,0,3,80,2,4,1
BM2692,8,1.87,20,-3.94,19,22,4.15,1,20,1,0.56,2,5,0,0,0,1,13.1,2,1,1,98,0,2,0
BM2200,8,1.84,23,0.23,2,15,3.45,4,43,0,4.33,0,1,1,0,1,1,10.1,1,1,3,36,0,1,1
BM2782,6,1.61,19,-2.11,15,22,2.54,5,66,0,3.7,3,2,1,0,1,1,12.8,2,0,1,77,0,1,1
BM2647,14,3.34,44,-4.64,11,25,6.21,8,111,0,1.89,6,2,1,1,0,0,12.2,1,1,2,29,3,3,1
BM2342,8,1.85,21,-1.47,10,17,3.62,2,55,0,2.36,0,8,1,1,0,0,7.4,3,1,2,60,0,3,0
BM2706,11,2.51,33,-4.31,6,23,12.52,7,80,1,2.6,0,7,1,0,0,1,14.0,3,0,2,89,3,4,0
BM2410,6,1.41,20,-3.14,5,14,4.78,4,0,0,2.33,2,11,1,0,0,1,11.1,1,1,1,56,2,3,1
BM2614,4,1.01,13,-2.09,15,6,4.1,4,67,0,3.38,5,5,1,0,1,1,15.0,1,0,3,62,2,4,1
BM2391,25,5.69,74,2.36,1,38,9.39,1,168,0,2.24,1,5,1,1,1,1,16.5,2,0,1,48,3,2,1
BM2539,6,1.41,18,-1.95,21,2,3.43,6,0,0,4.16,5,11,0,0,0,0,11.6,3,0,3,69,1,5,1
BM2371,8,1.86,25,-3.05,3,16,9.15,2,47,0,0.88,2,1,1,1,0,0,16.2,1,1,1,66,5,1,1
BM2616,20,4.76,62,1.11,20,35,10.47,4,227,0,1.54,1,12,0,0,1,0,10.8,2,0,1,78,3,2,1
BM2287,2,0.33,5,0.58,30,9,8.19,2,112,0,6.19,1,8,0,0,0,1,10.8,2,0,3,56,2,1,1
BM2034,7,1.68,24,-2.24,8,15,5.04,2,21,0,1.2,4,9,1,0,1,0,9.3,1,3,1,41,1,3,1
BM2570,2,0.54,3,2.84,3,1,5.55,5,52,0,0.61,4,10,1,1,0,1,9.9,3,0,1,41,0,5,1
BM2747,11,2.54,32,0.35,1,18,7.49,4,48,0,0.14,5,10,1,1,0,1,12.6,1,0,2,60,2,1,1
BM2277,7,1.71,19,0.29,31,13,3.55,13,75,1,2.84,3,7,1,1,0,0,15.2,2,1,2,78,0,4,0
BM2014,9,2.1,28,0.76,13,25,6.34,1,35,0,3.29,3,4,1,0,1,0,21.1,3,1,3,68,1,4,1
